,l2wgrid1,l2wgrid2,l2wgrid3,l2wgrid4,l2wgrid5,l2wgrid6,l2wgrid7,l2wgrid8,l2wgrid9,l2wgrid10,l2wgrid11,l2wgrid12,l2wgrid13,l2wgrid14,l2wgrid15,l2wgrid16,l2wgrid17,l2wgrid18,l2wgrid19,l2wgrid20,l2wgrid21,l2wgrid22,l2wgrid23,l2wgrid24,l2wgrid25,l2wgrid26,l2wgrid27,l2wgrid28,l2wgrid29,l2wgrid30,l2wgrid31,l2wgrid32,l2wgrid33,l2wgrid34,l2wgrid35,l2wgrid36,l2wgrid37,l2wgrid38,l2wgrid39,l2wgrid40,l2wgrid41,l2wgrid42,l2wgrid43,l2wgrid44,l2wgrid45,l2wgrid46,l2wgrid47,l2wgrid48,l2wgrid49,l2wgrid50,l1wgrid1,l1wgrid2,l1wgrid3,l1wgrid4,l1wgrid5,l1wgrid6,l1wgrid7,l1wgrid8,l1wgrid9,l1wgrid10,l1wgrid11,l1wgrid12,l1wgrid13,l1wgrid14,l1wgrid15,l1wgrid16,l1wgrid17,l1wgrid18,l1wgrid19,l1wgrid20,l1wgrid21,l1wgrid22,l1wgrid23,l1wgrid24,l1wgrid25,l1wgrid26,l1wgrid27,l1wgrid28,l1wgrid29,l1wgrid30,l1wgrid31,l1wgrid32,l1wgrid33,l1wgrid34,l1wgrid35,l1wgrid36,l1wgrid37,l1wgrid38,l1wgrid39,l1wgrid40,l1wgrid41,l1wgrid42,l1wgrid43,l1wgrid44,l1wgrid45,l1wgrid46,l1wgrid47,l1wgrid48,l1wgrid49,l1wgrid50,l1dgrid1,l1dgrid2,l1dgrid3,l1dgrid4,l1dgrid5,l1dgrid6,l1dgrid7,l1dgrid8,l1dgrid9,l1dgrid10,l1dgrid11,l1dgrid12,l1dgrid13,l1dgrid14,l1dgrid15,l1dgrid16,l1dgrid17,l1dgrid18,l1dgrid19,l1dgrid20,l1dgrid21,l1dgrid22,l1dgrid23,l1dgrid24,l1dgrid25,l1dgrid26,l1dgrid27,l1dgrid28,l1dgrid29,l1dgrid30,l1dgrid31,l1dgrid32,l1dgrid33,l1dgrid34,l1dgrid35,l1dgrid36,l1dgrid37,l1dgrid38,l1dgrid39,l1dgrid40,l1dgrid41,l1dgrid42,l1dgrid43,l1dgrid44,l1dgrid45,l1dgrid46,l1dgrid47,l1dgrid48,l1dgrid49,l1dgrid50,weekday01,weekday02,weekday03,weekday04,weekday05,weekday06,weekday07,hour
29,0,0,1,1,0,2,0,0,0,3,2,3,2,2,3,0,2,2,0,3,3,1,3,1,3,1,1,2,5,2,2,1,2,6,4,1,4,1,7,0,0,4,1,7,0,0,2,2,2,6,0,0,0,0,1,4,1,0,2,4,4,4,5,2,1,4,3,2,0,3,4,0,2,1,1,0,4,4,3,0,1,0,2,4,3,3,1,0,5,0,1,5,3,1,0,0,3,4,4,1,0.10257765650749207,-0.0,-0.0,0.6249445080757141,1.3199502229690552,1.4567455053329468,0.29980704188346863,0.2546749711036682,2.413944959640503,1.1120771169662476,0.9573937058448792,1.5771408081054688,3.658952236175537,3.25876784324646,5.074557304382324,1.4177625179290771,3.2096238136291504,3.4541738033294678,-0.0,4.065206050872803,3.1827378273010254,2.240902900695801,2.3874237537384033,0.5786840319633484,1.4864706993103027,-0.0,3.8538053035736084,3.1644020080566406,2.9273390769958496,3.4275970458984375,1.3198542594909668,0.9185765981674194,3.313772678375244,4.351476669311523,4.363286972045898,1.3201322555541992,2.9138693809509277,0.5226394534111023,6.901397705078125,0.6846204996109009,1.3534135818481445,5.694262504577637,4.525920391082764,3.75909161567688,0.8381885290145874,1.2297035455703735,2.9825124740600586,3.3248324394226074,3.063950300216675,3.258108615875244,0,0,1,0,0,0,0,1
30,0,0,0,0,0,1,1,0,2,1,1,1,5,2,4,1,1,1,0,5,3,0,0,2,2,1,4,2,3,4,2,1,1,2,5,2,3,0,7,0,2,4,4,4,0,0,1,0,0,3,0,0,0,1,0,2,1,0,2,0,0,0,2,3,3,2,2,1,0,2,0,2,4,2,1,0,5,0,0,2,0,0,1,1,2,1,4,1,2,1,0,4,0,2,0,0,1,4,5,1,0.359341025352478,-0.0,0.07313463091850281,0.10763099044561386,1.472825288772583,3.476017951965332,0.3091425597667694,-0.0,2.3835830688476562,1.303576111793518,1.1776753664016724,1.2893887758255005,2.506422281265259,3.6295828819274902,4.453360557556152,3.5825653076171875,1.2846872806549072,1.4712589979171753,0.27573055028915405,2.5435614585876465,2.3695454597473145,1.287031650543213,1.0838699340820312,0.49178051948547363,1.2953951358795166,0.16078445315361023,1.6394723653793335,1.8969975709915161,1.5170949697494507,3.498002767562866,0.9576747417449951,0.3337762951850891,1.2492568492889404,1.9736838340759277,2.1360111236572266,1.930625081062317,2.4919607639312744,0.7382205724716187,3.9229729175567627,0.1611759066581726,0.6920990943908691,5.119670867919922,3.203409194946289,1.1834930181503296,0.6971535682678223,1.0313645601272583,2.7750606536865234,3.3748950958251953,3.4596974849700928,1.1831724643707275,0,0,1,0,0,0,0,2
31,1,0,0,0,0,4,0,0,4,1,1,1,3,4,2,4,1,1,0,1,0,1,0,0,2,0,0,4,2,4,2,0,1,4,6,1,2,1,2,0,0,4,3,1,1,2,2,2,3,1,0,0,0,0,0,2,1,0,2,3,3,3,5,5,4,2,2,1,0,2,2,1,1,2,2,1,1,2,1,2,0,1,0,2,2,1,2,0,4,2,0,2,1,1,0,0,0,1,2,2,0.19246076047420502,-0.0,0.10286635905504227,-0.0,0.8092804551124573,1.5408320426940918,0.31028300523757935,-0.0,1.3465750217437744,0.8861934542655945,0.8689578175544739,1.0247212648391724,1.7340999841690063,1.765620470046997,2.3959484100341797,1.5427759885787964,1.2924528121948242,1.5614938735961914,0.3508390486240387,2.056819438934326,1.6817516088485718,0.8070505857467651,0.9210424423217773,0.5327689051628113,1.0949652194976807,0.133253276348114,1.6089286804199219,1.2598559856414795,1.1871438026428223,1.4477477073669434,0.47059619426727295,0.2127251923084259,1.0977705717086792,1.3935490846633911,1.83285391330719,1.2997630834579468,1.3898212909698486,0.6587486863136292,3.1672520637512207,0.6412791013717651,0.6658740043640137,3.118427038192749,2.1481211185455322,1.3389681577682495,0.3499927520751953,0.6386736035346985,1.6811121702194214,1.7699153423309326,1.7772537469863892,1.726815104484558,0,0,1,0,0,0,0,3
32,0,0,1,0,0,3,0,0,2,1,0,1,2,3,3,3,2,2,0,1,2,0,2,1,1,0,2,2,1,3,1,0,2,2,1,4,1,0,4,0,1,3,2,0,1,2,2,3,3,1,1,0,0,0,1,4,0,1,1,2,1,1,4,2,3,4,2,2,0,1,2,0,1,1,3,2,3,2,3,0,1,1,2,3,3,2,2,0,3,0,1,4,2,2,0,1,2,3,3,0,0.15185047686100006,-0.0,-0.0,-0.0,0.5662055015563965,1.8284069299697876,0.2790682315826416,0.13894197344779968,2.1783955097198486,1.0227144956588745,0.9789685606956482,1.0636091232299805,2.1119253635406494,2.677069664001465,3.154325008392334,1.831225872039795,2.00130295753479,2.4916815757751465,0.17637278139591217,2.718740463256836,2.1252939701080322,1.3109345436096191,0.9216306209564209,0.6770004630088806,1.4802727699279785,0.19253942370414734,1.8633254766464233,1.323274850845337,1.4527273178100586,2.404540538787842,0.7322871088981628,0.14498792588710785,2.015023946762085,2.5837042331695557,2.856142997741699,1.4255441427230835,1.8622978925704956,0.4318711757659912,3.706118106842041,0.5241055488586426,0.9699985980987549,4.500246047973633,3.0201072692871094,1.4841477870941162,0.5479183793067932,0.9170072674751282,2.740565299987793,2.586836338043213,2.373349189758301,1.7318364381790161,0,0,1,0,0,0,0,4
33,0,0,1,0,0,1,0,0,6,1,0,1,3,2,2,1,1,1,0,4,3,0,1,1,3,1,1,1,0,1,0,0,1,2,2,2,1,1,5,1,2,2,2,2,1,1,1,2,2,5,1,0,0,0,3,3,0,0,5,0,0,1,3,2,4,3,2,1,0,1,2,3,1,0,2,0,2,4,2,1,1,1,1,2,2,1,0,0,6,1,1,0,1,2,0,0,1,0,0,1,0.17243969440460205,-0.0,0.06923471391201019,-0.0,0.6666859984397888,1.5514041185379028,0.1988009512424469,-0.0,1.6065255403518677,0.8974472284317017,0.8945499658584595,0.9156743288040161,1.668785572052002,1.3902907371520996,2.0164434909820557,1.5945842266082764,1.2710291147232056,1.6563940048217773,0.4925437569618225,2.448131561279297,2.120657205581665,0.7118542790412903,0.9080501198768616,0.6292251944541931,0.9860750436782837,0.26148727536201477,1.6426973342895508,1.1192500591278076,1.0118002891540527,1.408899188041687,0.541323721408844,0.11200998723506927,1.1565568447113037,1.4739773273468018,1.9486606121063232,1.6580255031585693,1.2861239910125732,0.6438912749290466,3.252031087875366,0.6506534218788147,0.8741872310638428,2.9979279041290283,2.1136817932128906,1.2481002807617188,0.3997727930545807,0.8119151592254639,1.8008040189743042,1.7555780410766602,1.7097707986831665,1.6655480861663818,0,0,1,0,0,0,0,5
34,0,0,0,0,0,2,0,0,5,0,0,0,1,2,1,2,3,4,1,2,3,0,1,0,1,0,1,0,0,2,0,0,3,5,2,2,2,1,3,2,1,3,2,1,1,2,1,3,4,3,0,0,0,0,0,1,0,1,0,1,1,0,1,2,2,0,0,0,0,4,3,1,0,0,1,0,6,1,1,1,0,0,0,1,1,1,1,0,5,2,2,3,2,4,1,2,0,3,3,7,0.3631901741027832,-0.0,-0.0,0.14425519108772278,0.80550217628479,2.1214401721954346,0.3628254234790802,-0.0,4.044560432434082,0.8344433903694153,0.5300841331481934,0.7441182136535645,1.6161068677902222,1.3527727127075195,1.4471205472946167,2.034945011138916,0.47907859086990356,0.45917224884033203,0.1256130039691925,3.2403876781463623,3.1164069175720215,1.698047161102295,1.0470457077026367,1.2977564334869385,3.1022465229034424,0.11068204045295715,2.482001304626465,0.9901618957519531,0.9699868559837341,1.7273743152618408,0.5530071258544922,0.07571200281381607,0.3239886164665222,1.228053331375122,1.3693307638168335,2.145629405975342,2.5374388694763184,0.5160271525382996,5.255887985229492,0.5190121531486511,1.0626296997070312,4.5542097091674805,2.6070332527160645,1.9095299243927002,0.14635568857192993,0.865086555480957,2.4196906089782715,1.8823310136795044,2.0659735202789307,2.6398916244506836,0,0,1,0,0,0,0,6
35,0,0,1,0,0,2,0,0,2,2,1,4,6,2,2,2,1,3,0,3,0,1,0,1,1,0,3,4,4,2,1,0,1,3,5,0,0,1,2,0,1,3,2,3,0,0,1,4,3,4,1,0,0,0,2,1,1,2,5,1,0,1,4,3,3,1,0,0,0,4,4,1,3,1,3,1,3,1,2,2,0,0,0,2,2,1,1,2,4,0,2,3,5,4,1,1,0,1,1,6,0.10031143575906754,-0.0,-0.0,0.02424236387014389,0.2874251902103424,0.9302951693534851,0.0386912077665329,0.08695150166749954,2.899681568145752,0.6213713884353638,0.44081640243530273,0.5967997312545776,1.680598258972168,1.4655386209487915,1.9808549880981445,0.9737635254859924,2.1869559288024902,2.4076271057128906,0.2789055109024048,1.4018319845199585,0.9968522787094116,1.2282872200012207,1.1858601570129395,1.077965259552002,1.7209019660949707,0.34709662199020386,1.6523194313049316,1.0236399173736572,1.1682323217391968,1.165995478630066,0.6167249083518982,0.01994672417640686,2.140003204345703,2.1998095512390137,2.55688214302063,1.6268880367279053,2.545742988586426,0.5752496719360352,2.0995893478393555,0.5528814196586609,0.8843075037002563,3.1373043060302734,1.3454509973526,1.4993786811828613,0.221136212348938,0.7813990712165833,2.1319499015808105,1.8730045557022095,1.8753910064697266,1.6940317153930664,0,0,1,0,0,0,0,7
36,4,0,1,0,1,5,0,0,1,4,2,3,5,6,7,4,0,1,0,3,3,0,0,1,1,1,5,3,2,6,2,1,2,1,1,3,3,1,5,2,1,3,2,3,1,1,1,4,4,3,2,0,0,0,2,4,0,0,4,2,2,2,3,2,5,4,3,5,0,5,5,1,0,0,3,1,2,3,1,7,1,1,4,5,4,4,3,1,7,1,4,7,5,3,2,2,5,5,5,1,0.11924789845943451,-0.0,-0.0,0.18379932641983032,0.2758624851703644,1.4226758480072021,-0.0,-0.0,3.333833694458008,1.2442048788070679,0.9081422686576843,1.154723882675171,2.000352382659912,1.3997385501861572,1.9832745790481567,1.2793779373168945,1.5432339906692505,1.467502474784851,0.17448079586029053,2.9997119903564453,2.3680813312530518,1.2320923805236816,0.5910522937774658,1.182568073272705,2.63266658782959,0.4147835373878479,2.305812120437622,1.150691032409668,1.2653836011886597,1.4931784868240356,0.5720303058624268,0.24835695326328278,1.2494654655456543,2.013479471206665,2.4651236534118652,1.9103667736053467,1.9788856506347656,0.5293498635292053,3.893850326538086,0.30267417430877686,0.7677335143089294,2.5720021724700928,1.361387014389038,2.2419655323028564,0.056389033794403076,0.5558359622955322,2.3461811542510986,1.1219943761825562,1.2319090366363525,2.9048471450805664,0,0,1,0,0,0,0,8
37,0,0,0,0,1,2,1,0,3,1,1,1,4,4,4,2,2,3,1,4,6,3,5,2,0,0,7,1,1,2,2,1,3,1,0,1,4,0,7,2,4,5,2,3,0,2,1,4,3,2,0,0,0,0,3,5,0,0,3,2,2,3,5,0,2,6,2,5,1,6,6,3,4,1,1,0,6,3,3,1,0,1,3,7,9,2,1,1,9,0,4,5,5,4,0,0,5,2,2,5,1.0089696645736694,-0.0,-0.0,-0.0,1.570096731185913,4.421148300170898,0.5946905016899109,-0.0,2.6227869987487793,1.1290277242660522,1.052024245262146,1.1766362190246582,2.503925323486328,2.4218196868896484,3.977602481842041,4.404170513153076,2.4656569957733154,2.909090042114258,0.14784546196460724,4.080732822418213,4.272270202636719,1.4637165069580078,0.8485162258148193,1.5498911142349243,1.7806475162506104,0.4119589626789093,2.9778761863708496,1.983400583267212,1.5863752365112305,3.8318777084350586,0.8103801012039185,0.6837932467460632,2.5175981521606445,2.8069164752960205,3.031435489654541,4.025915622711182,1.3551559448242188,0.6360887289047241,6.539056301116943,0.5272963643074036,2.65854549407959,3.127999782562256,2.3500547409057617,1.5826072692871094,0.5983213186264038,0.9264311790466309,3.6833996772766113,2.2734992504119873,2.287693500518799,1.7844204902648926,0,0,1,0,0,0,0,9
38,0,0,0,0,3,2,1,0,3,0,0,0,2,2,2,2,0,1,1,8,6,0,2,1,3,0,4,0,0,1,0,0,0,1,2,2,3,0,11,0,1,7,5,1,0,0,6,4,4,1,0,0,0,0,0,2,0,0,1,0,0,0,0,2,3,2,2,3,1,5,2,0,3,2,0,0,5,0,0,3,0,0,2,2,3,2,2,0,3,1,2,5,4,3,1,4,4,5,2,4,0.7973074913024902,-0.0,0.20389926433563232,-0.0,0.9581050872802734,1.9141976833343506,0.3395521938800812,-0.0,1.9876656532287598,1.2322288751602173,1.0218368768692017,1.1944046020507812,2.7943029403686523,1.8630545139312744,2.960373640060425,1.9060866832733154,1.5035512447357178,2.1685268878936768,0.2635236382484436,5.57542610168457,5.428180694580078,1.5371462106704712,1.097019910812378,1.1974701881408691,1.2020692825317383,-0.0,2.7690987586975098,1.8941104412078857,1.8423190116882324,2.7206273078918457,0.692087709903717,0.09566372632980347,1.5170104503631592,2.5221633911132812,2.9183387756347656,2.37568736076355,1.8386454582214355,0.32904958724975586,8.063892364501953,0.24001866579055786,1.7881453037261963,3.8526930809020996,2.953524112701416,2.667264699935913,0.2231532633304596,0.46499550342559814,2.4756596088409424,1.5829448699951172,1.5422332286834717,2.4957942962646484,0,0,1,0,0,0,0,10
39,0,0,0,0,1,3,0,0,2,0,0,0,1,1,1,3,1,2,0,5,2,1,2,0,3,0,3,1,2,2,0,0,1,2,3,2,3,1,4,2,0,3,1,3,0,0,0,3,3,3,1,0,0,0,1,4,1,0,2,0,0,0,3,1,2,3,1,4,0,4,4,2,0,4,2,0,3,0,0,1,0,0,2,2,3,3,2,0,8,0,2,4,4,1,0,0,2,2,1,2,0.010639980435371399,-0.0,-0.0,0.1327146291732788,0.2549208402633667,1.741336464881897,0.15341807901859283,0.04019869118928909,3.1595516204833984,1.3491597175598145,1.1523895263671875,1.2694603204727173,1.93101167678833,0.25125396251678467,0.6636766195297241,1.4227689504623413,1.758483648300171,2.194385290145874,0.19856058061122894,3.3512253761291504,3.1212291717529297,1.3758928775787354,1.042690396308899,0.9138003587722778,2.647977828979492,0.16315099596977234,2.2803304195404053,1.2167211771011353,1.4730815887451172,0.9568430781364441,0.47695252299308777,0.2177002876996994,1.7273666858673096,2.659140110015869,3.2852249145507812,1.6423418521881104,2.009505033493042,0.42403584718704224,5.067373275756836,0.5410497188568115,0.8521908521652222,3.860494375228882,2.6431546211242676,3.4390342235565186,-0.0,0.5920246839523315,2.3327035903930664,1.4288688898086548,1.5842444896697998,4.300467491149902,0,0,1,0,0,0,0,11
40,0,0,0,2,2,0,0,0,3,0,1,1,2,0,1,0,1,1,1,4,2,0,1,3,3,1,4,0,0,0,0,0,1,2,3,1,4,1,5,0,0,5,2,3,0,0,3,1,1,5,1,0,0,1,1,1,0,1,3,0,0,0,2,3,2,1,1,2,0,4,1,1,1,1,1,0,1,0,0,1,0,0,1,1,4,1,2,0,5,0,0,2,0,2,0,0,2,0,0,2,0.24728748202323914,-0.0,-0.0,0.08536208420991898,0.5945612192153931,1.902693271636963,0.3711503744125366,0.0357121080160141,1.6044316291809082,0.3635401129722595,0.293700635433197,0.5019773244857788,1.2444595098495483,2.2576093673706055,2.7517271041870117,1.8309118747711182,1.3133296966552734,1.8740458488464355,0.3761715292930603,2.0345332622528076,1.2639137506484985,0.9574300050735474,1.4070221185684204,1.1443047523498535,0.9108964800834656,-0.0,2.812285900115967,0.6443120241165161,0.4496966004371643,1.4570449590682983,0.24106505513191223,0.0920933410525322,1.2358992099761963,1.3197784423828125,1.8378504514694214,1.594488501548767,1.3588013648986816,0.5100530982017517,3.1744866371154785,0.8238978385925293,0.5680151581764221,3.1935009956359863,2.237067699432373,1.9285703897476196,0.40853312611579895,1.005272626876831,1.1610498428344727,2.1656346321105957,1.9850023984909058,2.0856316089630127,0,0,1,0,0,0,0,12
41,0,0,0,0,0,0,0,0,1,1,0,0,0,2,1,0,1,2,2,1,1,0,0,1,3,0,1,0,0,1,0,0,1,1,1,2,1,0,2,1,0,1,1,3,0,0,0,0,0,3,0,0,0,0,0,2,1,0,1,0,0,0,1,0,0,2,1,1,0,5,1,0,0,1,0,0,2,0,0,0,0,0,1,0,0,3,3,0,2,0,0,5,3,1,0,0,2,1,1,1,0.5370264053344727,-0.0,-0.0,0.12912288308143616,1.3881384134292603,1.854673147201538,0.08863779902458191,-0.0,2.9758496284484863,0.36326462030410767,0.11121606826782227,0.2002304196357727,0.9587599039077759,0.5278988480567932,0.7141122817993164,1.988454818725586,0.6151254177093506,0.6147598028182983,0.3036397099494934,2.181506395339966,2.01627254486084,1.2658154964447021,0.8773306608200073,0.9909979701042175,2.0385751724243164,0.4762769341468811,1.946267008781433,0.21360331773757935,0.09144330024719238,-0.0,0.4971654713153839,-0.0,0.5272305011749268,1.4024384021759033,1.2969286441802979,2.1201157569885254,2.216111660003662,0.24259218573570251,3.7841975688934326,0.6537165641784668,0.13754868507385254,4.439129829406738,2.916753053665161,0.7932868003845215,0.2723632752895355,0.4380680322647095,2.044133424758911,1.676268219947815,1.713688611984253,0.8083794116973877,0,0,1,0,0,0,0,13
42,0,0,0,0,2,0,0,0,1,1,1,1,2,2,4,0,4,2,0,7,5,3,3,0,0,0,3,2,6,5,1,1,4,1,2,0,2,0,7,0,2,4,3,2,1,1,4,1,1,3,0,0,0,0,1,0,0,1,3,0,0,0,0,2,1,0,2,2,1,4,2,2,1,0,0,1,4,0,1,1,2,0,2,4,3,3,1,0,4,0,1,6,4,2,0,0,5,2,2,2,0.2442663460969925,-0.0,-0.0,0.09398073703050613,0.8442559242248535,1.0923001766204834,0.21548603475093842,-0.0,2.0043346881866455,0.36668235063552856,0.26008927822113037,0.35299646854400635,0.9609884023666382,0.8856244683265686,1.0737459659576416,1.1807951927185059,0.8661442995071411,0.9793447256088257,0.2951289713382721,2.2531986236572266,1.8806976079940796,0.9564372897148132,0.594458281993866,0.9373871684074402,1.2890148162841797,0.28245243430137634,1.8810091018676758,0.3256620168685913,0.06916248798370361,0.6135881543159485,0.16475671529769897,-0.0,0.6566686630249023,0.9856102466583252,1.2430815696716309,1.3395644426345825,1.4678540229797363,0.5175274014472961,3.223500967025757,0.4954604506492615,0.45604968070983887,2.864823579788208,1.9799282550811768,0.951171875,0.14324885606765747,0.569696843624115,1.34505033493042,1.3714848756790161,1.3994489908218384,1.3037029504776,0,0,0,1,0,0,0,0
43,0,0,0,0,0,0,0,0,3,0,0,0,1,4,3,0,0,1,0,4,3,2,2,2,3,1,1,0,0,2,0,0,0,3,2,1,3,0,4,0,4,8,5,3,1,0,1,4,4,4,0,0,0,1,3,2,1,0,4,2,3,3,5,2,4,2,2,2,1,0,2,0,2,1,1,0,0,4,3,2,1,0,2,3,3,2,3,1,2,0,2,3,2,4,0,0,1,1,1,4,0.20018336176872253,-0.0,-0.0,0.19817477464675903,0.24105381965637207,0.958712100982666,-0.0,0.0019094496965408325,2.9787464141845703,0.8923516273498535,0.6124590039253235,0.8347452878952026,2.6613709926605225,1.6443367004394531,2.458888053894043,0.8062645792961121,2.0712552070617676,2.3485207557678223,-0.0,3.2529196739196777,3.1674773693084717,0.9501316547393799,1.0347867012023926,0.8354015350341797,2.006258249282837,0.42744582891464233,2.3536248207092285,1.623313546180725,1.795663595199585,1.930335521697998,0.7946340441703796,0.399646133184433,2.022331953048706,2.35235857963562,2.8720123767852783,0.8035541772842407,2.8489465713500977,1.059715747833252,5.770524978637695,0.8531386852264404,1.518329381942749,2.5947868824005127,1.524927020072937,2.021275758743286,0.18068388104438782,0.7594022154808044,1.5801905393600464,1.1464993953704834,1.1871612071990967,2.304847240447998,0,0,0,1,0,0,0,1
44,0,0,0,0,0,1,0,0,3,1,1,1,3,2,4,1,4,5,0,1,2,1,1,1,6,2,3,1,1,3,1,0,4,2,3,1,3,1,4,1,0,2,3,1,1,0,1,1,1,2,0,0,0,0,1,0,1,0,6,1,2,2,1,0,2,0,1,1,0,1,1,0,1,1,4,0,2,2,2,1,1,2,1,2,1,0,2,0,4,0,2,5,3,1,0,1,0,4,4,1,-0.0,-0.0,-0.0,0.06918952614068985,0.2328495979309082,1.105730652809143,0.04371181130409241,-0.0,3.684014320373535,1.0178109407424927,0.8002028465270996,1.0387730598449707,2.1364970207214355,1.8665993213653564,2.1619200706481934,0.9151307940483093,1.7731680870056152,1.7197375297546387,0.386827677488327,1.9536449909210205,1.3244194984436035,0.7680214643478394,0.8736433386802673,1.074717402458191,2.559842109680176,0.0969523936510086,1.5576587915420532,1.2204817533493042,1.2002650499343872,1.5745289325714111,0.7157968282699585,0.5682072639465332,1.4412763118743896,2.4702749252319336,3.3344452381134033,1.555035948753357,1.9211680889129639,0.48768728971481323,3.610090970993042,0.6139394640922546,0.5071153044700623,1.9910399913787842,0.9403121471405029,2.8745033740997314,0.08196204900741577,0.6677435636520386,1.7207391262054443,1.348956823348999,1.68088960647583,3.4639344215393066,0,0,0,1,0,0,0,2
45,0,0,2,0,0,3,1,0,3,2,0,2,1,2,2,2,0,1,0,3,1,1,0,1,3,0,3,0,0,2,0,1,0,0,1,2,1,1,3,2,0,2,1,3,0,1,3,1,1,3,1,0,0,0,1,3,1,0,1,0,0,1,1,5,7,3,1,1,0,1,1,1,1,0,1,0,3,2,1,2,1,0,1,1,2,1,2,0,3,0,1,4,3,2,0,0,2,1,1,2,0.14009219408035278,-0.0,0.19289222359657288,-0.0,0.7477816939353943,1.3114912509918213,0.1624777466058731,-0.0,1.5808607339859009,1.0870846509933472,1.0580614805221558,1.103015422821045,1.95005202293396,1.7086156606674194,2.141172409057617,1.2961808443069458,1.0887644290924072,1.4878791570663452,0.2350345402956009,2.956801414489746,2.1974151134490967,0.8220385313034058,0.9109572172164917,0.40942949056625366,1.1727349758148193,0.034274473786354065,1.8231626749038696,1.1761971712112427,1.3205411434173584,1.7141659259796143,0.5744490623474121,0.3113047480583191,0.9953935146331787,1.4410566091537476,1.8514244556427002,1.203199863433838,1.3970001935958862,0.5070517063140869,3.7311878204345703,0.52135169506073,0.7150881886482239,3.1326260566711426,2.1933298110961914,1.488750696182251,0.5353430509567261,0.6954708695411682,2.163015842437744,1.742759108543396,1.6733911037445068,2.0144221782684326,0,0,0,1,0,0,0,3
46,1,0,0,0,1,2,0,0,1,0,0,1,1,1,3,2,0,2,2,1,0,0,3,2,0,0,2,2,1,1,1,0,0,3,2,2,3,1,4,2,0,5,2,2,1,0,3,4,4,2,0,0,0,0,0,2,0,0,1,1,1,1,1,1,2,2,1,2,0,3,3,1,0,1,0,0,1,2,1,2,3,1,2,1,1,0,1,1,6,0,2,2,1,1,0,0,2,2,2,1,0.46735361218452454,-0.0,0.0905766487121582,-0.0,1.164667010307312,2.186728000640869,0.3621637225151062,-0.0,2.2139391899108887,1.2764208316802979,1.1066780090332031,1.3335250616073608,2.097618818283081,2.714911937713623,3.615560531616211,2.2819344997406006,1.1041827201843262,1.3534599542617798,0.5520201921463013,1.7396899461746216,1.1611766815185547,1.119034767150879,1.0753942728042603,0.7954518795013428,1.4619793891906738,0.26411256194114685,1.1392126083374023,1.6040539741516113,1.2233039140701294,2.208472728729248,0.6802773475646973,0.27391165494918823,1.0352532863616943,1.581324577331543,1.8006651401519775,2.1611435413360596,1.732853889465332,0.5722699761390686,3.0459487438201904,0.5362093448638916,0.6327917575836182,3.9925246238708496,2.580326557159424,1.1276527643203735,0.5332151651382446,1.0579781532287598,1.7665396928787231,2.63836669921875,2.594566822052002,1.2418041229248047,0,0,0,1,0,0,0,4
47,0,0,2,0,1,1,0,0,2,2,0,2,1,3,2,1,1,2,0,0,2,2,1,0,2,0,0,2,1,2,1,0,1,3,4,1,3,2,3,1,1,6,5,1,1,0,1,5,5,1,0,0,0,0,0,1,0,0,2,1,1,1,4,0,1,1,3,3,2,2,2,1,0,0,2,0,0,1,0,0,1,0,2,3,5,2,0,0,3,1,2,1,1,1,0,1,2,0,0,1,0.17316462099552155,-0.0,0.02036105841398239,-0.0,0.6304617524147034,1.0912871360778809,0.19869644939899445,-0.0,1.5649968385696411,0.83688884973526,0.7553584575653076,0.7811039686203003,1.2336418628692627,1.2357232570648193,1.7175238132476807,0.9994614124298096,0.6023150682449341,1.1524028778076172,0.3536214530467987,3.8206539154052734,2.9864940643310547,0.9276205897331238,1.256192684173584,0.3940988779067993,0.7894508838653564,-0.0,2.7243001461029053,0.628216028213501,0.6793622374534607,1.1299856901168823,0.2413100302219391,0.14974278211593628,0.7263394594192505,1.5317926406860352,1.9778974056243896,1.2244998216629028,1.7499326467514038,0.5978320240974426,4.596617698669434,0.2529110610485077,0.6093637943267822,5.084638595581055,3.7577242851257324,2.1460084915161133,0.42576828598976135,0.7521381974220276,1.9394454956054688,2.9725794792175293,2.833970308303833,2.548422336578369,0,0,0,1,0,0,0,5
