,l2wgrid1,l2wgrid2,l2wgrid3,l2wgrid4,l2wgrid5,l2wgrid6,l2wgrid7,l2wgrid8,l2wgrid9,l2wgrid10,l2wgrid11,l2wgrid12,l2wgrid13,l2wgrid14,l2wgrid15,l2wgrid16,l2wgrid17,l2wgrid18,l2wgrid19,l2wgrid20,l2wgrid21,l2wgrid22,l2wgrid23,l2wgrid24,l2wgrid25,l2wgrid26,l2wgrid27,l2wgrid28,l2wgrid29,l2wgrid30,l2wgrid31,l2wgrid32,l2wgrid33,l2wgrid34,l2wgrid35,l2wgrid36,l2wgrid37,l2wgrid38,l2wgrid39,l2wgrid40,l2wgrid41,l2wgrid42,l2wgrid43,l2wgrid44,l2wgrid45,l2wgrid46,l2wgrid47,l2wgrid48,l2wgrid49,l2wgrid50,l1wgrid1,l1wgrid2,l1wgrid3,l1wgrid4,l1wgrid5,l1wgrid6,l1wgrid7,l1wgrid8,l1wgrid9,l1wgrid10,l1wgrid11,l1wgrid12,l1wgrid13,l1wgrid14,l1wgrid15,l1wgrid16,l1wgrid17,l1wgrid18,l1wgrid19,l1wgrid20,l1wgrid21,l1wgrid22,l1wgrid23,l1wgrid24,l1wgrid25,l1wgrid26,l1wgrid27,l1wgrid28,l1wgrid29,l1wgrid30,l1wgrid31,l1wgrid32,l1wgrid33,l1wgrid34,l1wgrid35,l1wgrid36,l1wgrid37,l1wgrid38,l1wgrid39,l1wgrid40,l1wgrid41,l1wgrid42,l1wgrid43,l1wgrid44,l1wgrid45,l1wgrid46,l1wgrid47,l1wgrid48,l1wgrid49,l1wgrid50,l1dgrid1,l1dgrid2,l1dgrid3,l1dgrid4,l1dgrid5,l1dgrid6,l1dgrid7,l1dgrid8,l1dgrid9,l1dgrid10,l1dgrid11,l1dgrid12,l1dgrid13,l1dgrid14,l1dgrid15,l1dgrid16,l1dgrid17,l1dgrid18,l1dgrid19,l1dgrid20,l1dgrid21,l1dgrid22,l1dgrid23,l1dgrid24,l1dgrid25,l1dgrid26,l1dgrid27,l1dgrid28,l1dgrid29,l1dgrid30,l1dgrid31,l1dgrid32,l1dgrid33,l1dgrid34,l1dgrid35,l1dgrid36,l1dgrid37,l1dgrid38,l1dgrid39,l1dgrid40,l1dgrid41,l1dgrid42,l1dgrid43,l1dgrid44,l1dgrid45,l1dgrid46,l1dgrid47,l1dgrid48,l1dgrid49,l1dgrid50,weekday01,weekday02,weekday03,weekday04,weekday05,weekday06,weekday07,hour
10,0,0,0,0,0,4,0,1,4,2,2,2,4,0,1,4,3,3,0,3,4,0,3,0,1,0,3,2,2,1,0,0,3,0,1,6,4,0,4,0,1,7,3,1,1,2,1,7,7,1,0,0,0,0,0,1,0,0,2,2,2,1,2,1,3,1,1,1,0,5,4,1,2,0,1,0,2,1,1,2,1,3,1,2,3,1,6,2,6,2,2,5,4,3,1,2,5,5,5,3,0.26474303007125854,-0.0,-0.0,0.11146266013383865,0.6428431272506714,2.1727213859558105,-0.0,0.03142540156841278,2.103119373321533,1.495774745941162,1.382436990737915,1.483628511428833,2.5695221424102783,1.6382898092269897,2.7651567459106445,2.064152240753174,3.1336827278137207,3.635448455810547,0.14032228291034698,3.1795620918273926,3.3935189247131348,1.1244453191757202,0.759768009185791,0.17126303911209106,1.3597204685211182,0.4202868938446045,2.445809841156006,2.0620081424713135,1.96885085105896,2.1782498359680176,0.8477808237075806,0.4051874279975891,3.1781935691833496,3.415971517562866,3.4951744079589844,1.9781978130340576,2.3352320194244385,0.7781956791877747,5.037308692932129,1.0148680210113525,1.6548383235931396,4.493102550506592,3.8199691772460938,2.854154348373413,0.42001354694366455,0.6503245234489441,2.0877652168273926,1.580535650253296,1.42427659034729,2.968143939971924,1,0,0,0,0,0,0,10
11,0,0,0,0,1,1,0,0,3,1,1,1,2,1,1,1,1,1,0,3,4,0,0,1,0,0,0,2,2,1,0,1,1,3,3,4,4,1,4,0,2,2,1,0,0,1,2,1,2,0,0,0,0,0,0,1,1,1,2,2,3,3,3,0,0,0,2,2,1,3,1,0,1,1,1,1,2,3,3,2,0,0,2,3,3,0,2,0,6,2,0,5,5,2,0,2,1,3,2,2,-0.0,-0.0,-0.0,0.1454506516456604,0.5687150359153748,1.7365460395812988,0.22072196006774902,0.2068849503993988,3.1838619709014893,1.6167563199996948,1.5325814485549927,1.6254336833953857,2.0000829696655273,0.8323346376419067,1.1654329299926758,1.5785670280456543,2.017362594604492,2.497418165206909,0.3185572624206543,3.1917405128479004,2.763540267944336,1.3431867361068726,1.1242543458938599,0.49016934633255005,1.9361368417739868,-0.0,1.7863566875457764,1.2745604515075684,1.465653896331787,1.1598657369613647,0.4190141558647156,0.03722144663333893,1.9194858074188232,2.558363199234009,2.7817630767822266,1.1780426502227783,1.8080742359161377,0.5325914025306702,3.920642852783203,0.48939457535743713,0.8061781525611877,4.673357963562012,3.540818691253662,2.6321029663085938,0.24331530928611755,0.6210469603538513,2.3854546546936035,1.9183629751205444,1.8247138261795044,3.2275643348693848,1,0,0,0,0,0,0,11
12,0,0,0,0,0,2,0,0,1,2,2,2,2,2,2,2,3,6,1,4,2,3,1,1,4,0,4,2,2,1,0,0,5,8,6,0,2,0,4,0,0,3,3,5,1,1,2,1,2,5,0,0,0,1,1,4,0,0,1,1,1,2,3,1,1,4,1,1,0,7,5,1,2,2,3,0,4,1,0,0,0,1,1,1,1,4,2,0,7,0,1,5,3,2,0,0,2,2,2,3,0.14056535065174103,-0.0,-0.0,0.4138334393501282,0.6201556921005249,1.4478445053100586,0.11890320479869843,-0.0,1.7515109777450562,0.9520814418792725,0.8389291167259216,0.8436776399612427,1.0301055908203125,0.39804041385650635,0.5067470073699951,1.3743456602096558,0.9206138849258423,0.938544750213623,0.22030459344387054,3.567434787750244,2.957805633544922,1.0258262157440186,0.44608640670776367,0.8694724440574646,1.5505642890930176,0.1122254729270935,2.20510196685791,0.4815337657928467,0.5766215920448303,0.41211843490600586,0.4548776149749756,0.056978657841682434,0.6379580497741699,1.0494608879089355,1.2050037384033203,2.107949733734131,1.656895399093628,0.5596980452537537,3.798954963684082,0.1187090277671814,0.5233908891677856,4.282785892486572,3.0044164657592773,1.7279253005981445,0.06394889950752258,0.3125597834587097,3.0140302181243896,1.4387872219085693,1.3942224979400635,2.4070000648498535,1,0,0,0,0,0,0,12
13,0,0,0,0,0,0,0,0,3,0,0,0,1,1,0,0,0,1,0,1,2,0,2,0,0,0,1,1,1,0,0,0,0,1,1,0,1,0,2,0,1,5,4,2,0,0,2,1,1,2,0,0,0,0,0,1,0,0,3,0,0,1,0,2,0,1,0,0,0,0,0,0,0,2,0,0,3,1,0,0,0,0,0,2,2,1,0,0,0,0,0,1,2,2,0,1,1,1,2,2,0.18531283736228943,-0.0,-0.0,-0.0,0.6715540885925293,1.4319648742675781,0.031784385442733765,-0.0,1.5828087329864502,0.40764617919921875,0.2997548580169678,0.3569498658180237,1.3288946151733398,1.230407953262329,1.6884843111038208,1.5088456869125366,1.1499440670013428,1.408049464225769,0.5916570425033569,2.3351330757141113,2.0230681896209717,0.8930878639221191,0.781802773475647,0.9183422923088074,0.894198477268219,0.19844666123390198,2.061321973800659,0.5280681252479553,0.3053649067878723,1.1087870597839355,0.42334169149398804,-0.0,1.0258214473724365,1.3547779321670532,2.055218458175659,1.9632072448730469,1.621135950088501,0.5869660377502441,3.147662878036499,0.9350426197052002,0.747090220451355,3.59871244430542,2.6400203704833984,1.5720717906951904,0.43875622749328613,1.020964503288269,1.7726596593856812,1.8627339601516724,1.7787282466888428,2.0714428424835205,1,0,0,0,0,0,0,13
14,1,0,0,3,0,0,0,1,7,4,3,3,6,2,4,0,4,4,1,6,5,1,2,1,2,0,2,5,5,2,2,4,3,4,5,1,6,1,9,1,2,5,2,4,1,1,2,1,1,4,0,0,0,0,2,5,0,2,4,0,0,0,1,2,2,3,4,4,0,4,6,1,0,1,3,0,4,0,2,2,1,1,3,4,3,2,5,0,6,1,1,9,8,5,1,2,3,4,4,5,0.3800120949745178,-0.0,-0.0,-0.0,0.6954955458641052,0.672866940498352,0.13564859330654144,0.07568608969449997,1.47885262966156,0.3807592988014221,0.1572144627571106,0.394653856754303,0.5533207654953003,0.8490037322044373,0.7113062143325806,0.7194652557373047,0.5145322680473328,0.8627291917800903,0.18573102355003357,1.4814648628234863,0.5149195194244385,0.7006045579910278,0.025302648544311523,0.8983449339866638,0.7852745056152344,0.06452886760234833,1.5018261671066284,0.2557908892631531,-0.0,0.7228204011917114,0.1147739589214325,-0.0,0.5315185785293579,1.184010624885559,1.529746651649475,0.9651228189468384,1.320967674255371,0.21488633751869202,1.3579051494598389,0.4266006350517273,-0.0,3.083603620529175,2.2736752033233643,1.8482455015182495,0.10455524921417236,0.24568596482276917,1.3259369134902954,1.2622567415237427,1.299900770187378,2.0173439979553223,0,1,0,0,0,0,0,0
15,1,0,0,1,0,2,0,0,0,0,0,0,1,1,1,2,1,1,0,1,3,2,1,0,1,0,1,0,0,2,0,1,2,1,1,1,2,0,2,1,1,6,5,7,0,1,6,2,3,8,1,0,1,0,0,3,0,0,3,1,1,1,4,1,1,3,1,3,0,4,7,2,1,0,0,0,1,2,3,2,0,0,2,2,2,1,4,1,7,2,3,4,3,3,1,1,4,1,1,1,0.1591966152191162,-0.0,-0.0,0.18293896317481995,1.1923472881317139,1.0144739151000977,0.1357000172138214,0.46730414032936096,2.286473274230957,0.8839186429977417,1.0751988887786865,1.231438398361206,3.2105464935302734,3.1558985710144043,4.815410614013672,1.0511119365692139,2.7593994140625,3.0962510108947754,0.2097666710615158,4.174657821655273,3.7377853393554688,1.622522234916687,1.6433261632919312,0.4200116991996765,1.4766671657562256,0.2426353245973587,3.1086318492889404,2.7846364974975586,3.1147515773773193,3.0804033279418945,0.9984133839607239,1.014979362487793,2.864961862564087,4.233979225158691,4.736484527587891,0.692311704158783,2.880164623260498,0.4650476574897766,7.728126525878906,1.117645263671875,1.6677942276000977,6.301445960998535,5.1024274826049805,3.2069950103759766,0.9547784328460693,1.266290307044983,3.0531833171844482,3.8632395267486572,3.3677151203155518,2.615558385848999,0,1,0,0,0,0,0,1
16,0,0,0,1,1,1,1,0,3,0,0,0,0,0,0,1,0,1,0,3,5,2,0,1,2,1,1,0,0,0,0,1,0,1,1,1,3,1,5,1,1,7,6,4,0,1,5,2,3,4,0,0,0,2,4,4,1,0,3,2,2,2,4,3,4,5,3,3,1,1,2,2,1,1,0,0,1,3,3,2,0,0,3,3,4,0,4,1,3,1,1,5,3,3,0,1,4,2,2,3,0.5166630148887634,-0.0,-0.0,-0.0,1.2099387645721436,3.145460605621338,0.26744380593299866,-0.0,1.9753438234329224,0.9437496066093445,1.0076285600662231,1.1083952188491821,2.308295488357544,1.6866272687911987,2.590895175933838,3.0669052600860596,1.8933289051055908,2.4025347232818604,0.2985614538192749,3.329484462738037,2.842609405517578,1.0170780420303345,1.0762345790863037,0.8621441125869751,1.346411943435669,0.38855063915252686,2.409960985183716,1.5630171298980713,1.4685766696929932,2.1818413734436035,0.5882505774497986,0.801498293876648,1.8945081233978271,2.1071853637695312,2.6441478729248047,2.5553011894226074,1.2226886749267578,0.8065186738967896,4.623303413391113,0.972687840461731,1.592090129852295,3.618276834487915,3.1334118843078613,1.9163637161254883,0.7213190793991089,0.8690342903137207,2.868211269378662,1.9369864463806152,1.7885419130325317,2.4124884605407715,0,1,0,0,0,0,0,2
17,0,0,0,2,0,1,0,0,0,1,1,1,2,2,4,1,2,3,1,2,2,2,1,1,0,0,1,1,1,2,0,0,2,2,3,1,0,1,3,1,2,4,3,1,0,0,6,1,1,2,0,0,0,1,1,1,0,0,3,2,2,2,3,3,4,1,2,1,0,2,4,0,2,1,1,1,3,1,1,2,1,0,1,2,2,1,6,2,7,1,2,3,2,2,0,1,0,1,1,1,0.2997455298900604,-0.0,0.034754857420921326,-0.0,1.0672680139541626,2.197175979614258,0.26392197608947754,-0.0,1.5794360637664795,1.3203729391098022,1.1935372352600098,1.3194093704223633,2.445512056350708,1.6636589765548706,2.193211078643799,2.1295816898345947,0.7451226711273193,1.212246060371399,0.2819003164768219,4.207952976226807,3.2722630500793457,1.2849242687225342,1.2191696166992188,0.847965657711029,1.1422419548034668,-0.0,3.321927070617676,1.2967464923858643,1.2019059658050537,1.3668428659439087,0.2716430723667145,-0.0,0.7510761022567749,1.994879961013794,2.0331430435180664,1.9087879657745361,0.9989179372787476,0.04436463117599487,5.484766006469727,0.24098992347717285,0.7816420793533325,3.9370431900024414,2.9264535903930664,2.3004202842712402,0.41727983951568604,0.33518972992897034,2.085296154022217,1.5395193099975586,1.4390769004821777,2.7242562770843506,0,1,0,0,0,0,0,3
18,0,0,0,0,1,3,1,0,4,1,1,1,0,0,0,2,1,1,2,2,0,1,1,0,4,1,3,0,0,0,0,0,1,1,1,1,1,1,3,1,0,4,4,3,1,0,0,2,1,3,0,0,0,0,0,0,0,0,3,1,1,1,3,2,3,0,2,3,0,1,2,1,4,2,2,0,4,3,3,1,0,0,2,3,3,2,4,0,4,0,2,4,1,2,1,2,2,2,2,1,0.6572062969207764,-0.0,0.06368529796600342,-0.0,1.0926823616027832,2.3037476539611816,0.04046674072742462,-0.0,2.292736768722534,1.8386332988739014,1.8189914226531982,1.8685476779937744,3.425468921661377,1.8918966054916382,3.627173900604248,2.4353017807006836,2.1959216594696045,2.888922929763794,0.4111117720603943,4.149108409881592,4.385074615478516,1.4746520519256592,1.2327474355697632,0.6353949308395386,1.0996131896972656,0.6826882362365723,2.212789297103882,2.647353172302246,2.282900810241699,2.772608995437622,0.9221309423446655,0.697205662727356,2.437873363494873,2.9093356132507324,3.5600900650024414,2.157397747039795,2.867154121398926,0.794334888458252,6.334421157836914,1.1644532680511475,2.1557884216308594,6.077624320983887,5.059464454650879,2.7079687118530273,0.9662916660308838,1.1785435676574707,3.4633641242980957,3.09915828704834,2.8803136348724365,2.2407302856445312,0,1,0,0,0,0,0,4
19,0,0,0,0,0,4,1,0,1,0,0,0,0,0,1,4,0,0,0,1,3,2,1,1,3,1,3,0,1,3,0,0,0,1,1,2,3,0,4,0,1,3,0,3,0,1,1,1,1,5,1,0,0,0,0,1,0,0,3,1,1,1,2,3,1,1,1,3,0,1,0,3,1,0,2,0,3,1,1,3,1,1,1,3,4,0,1,0,3,2,0,2,1,4,0,0,4,2,2,5,0.34185969829559326,-0.0,0.1266706883907318,0.05398964136838913,0.893438458442688,2.3973567485809326,0.34127455949783325,-0.0,1.7142579555511475,1.7006819248199463,1.738353967666626,1.7788190841674805,2.5780141353607178,1.4815270900726318,2.0981171131134033,2.3615970611572266,1.5628857612609863,2.062605381011963,0.0615827739238739,3.106529951095581,2.8101613521575928,0.924629271030426,0.9026153087615967,0.3904252350330353,1.231734275817871,0.3747919499874115,1.9362647533416748,1.928344488143921,1.8489842414855957,1.5618760585784912,0.4906151294708252,0.2494506984949112,1.5889519453048706,1.944460391998291,1.9772427082061768,1.6272791624069214,1.3352118730545044,0.4557315409183502,4.056962490081787,0.44624000787734985,1.000207781791687,4.270811557769775,3.308833360671997,1.1984437704086304,0.6812764406204224,0.8842051029205322,2.42362642288208,2.434809446334839,2.180337429046631,1.1986372470855713,0,1,0,0,0,0,0,5
20,0,0,0,0,0,3,3,0,1,0,0,0,2,1,3,3,1,1,1,5,5,1,1,2,1,0,1,0,1,1,0,0,1,2,1,4,0,0,5,0,2,1,1,2,0,1,2,0,1,2,0,0,0,0,0,3,0,1,2,1,1,1,2,2,2,3,2,2,1,0,2,1,3,3,1,0,5,1,1,2,0,0,2,2,1,1,3,0,4,0,0,6,5,5,0,2,3,2,2,3,0.34753549098968506,-0.0,-0.0,0.007021389901638031,1.1806741952896118,1.7792878150939941,0.1017630398273468,-0.0,3.5713624954223633,0.08017921447753906,-0.0,0.06190711259841919,0.8356362581253052,0.7008872032165527,1.1948566436767578,1.7993557453155518,0.8326796293258667,0.7599070072174072,0.3267481327056885,2.3848156929016113,2.346442937850952,1.7615951299667358,1.0700178146362305,0.9968814849853516,2.422374963760376,0.46178096532821655,1.9926767349243164,0.2892589569091797,0.3097548484802246,0.805779218673706,0.5680086612701416,0.1299552321434021,0.7314621806144714,1.4607114791870117,1.4436999559402466,1.9991153478622437,2.4780845642089844,0.5709213614463806,3.2824416160583496,1.0245132446289062,0.7500370740890503,4.544778823852539,3.1949925422668457,1.5588374137878418,0.4854314923286438,1.0837633609771729,2.4137206077575684,2.4741530418395996,2.35664701461792,1.6120795011520386,0,1,0,0,0,0,0,6
21,1,0,0,0,1,1,0,0,4,0,0,1,3,2,5,1,2,1,0,1,3,1,3,0,2,0,5,1,1,4,1,1,3,3,2,1,1,0,2,1,0,3,4,3,1,3,1,2,3,3,1,0,0,0,1,1,1,1,3,0,0,1,2,2,4,1,1,1,1,1,1,3,3,1,2,0,2,1,1,1,0,1,2,2,2,4,1,0,2,1,1,3,2,3,0,1,1,2,2,2,0.4298502802848816,-0.0,-0.0,0.10782688111066818,1.0206637382507324,2.8480496406555176,0.12691578269004822,-0.0,2.5979666709899902,0.5490341782569885,0.35827845335006714,0.4443843364715576,1.4548603296279907,1.5944904088974,2.099445104598999,2.8964953422546387,1.1860347986221313,1.4003021717071533,0.3989357650279999,2.967742919921875,2.8250527381896973,1.0227583646774292,1.043817400932312,0.7823367118835449,1.2010565996170044,0.08776615560054779,1.7073673009872437,0.9115954637527466,0.7803958058357239,1.0130151510238647,0.9406013488769531,0.27489161491394043,1.2551443576812744,1.864967942237854,1.9884929656982422,2.3740315437316895,2.1445441246032715,0.6316788792610168,4.2979736328125,0.42019444704055786,0.9430044889450073,5.545915603637695,4.115907669067383,1.2165056467056274,0.4511086940765381,1.0482934713363647,3.244821786880493,2.4518990516662598,2.4966957569122314,1.187569499015808,0,1,0,0,0,0,0,7
22,1,0,0,0,2,4,1,0,4,3,2,2,4,5,7,4,3,2,0,4,5,0,0,3,4,1,2,3,2,4,1,1,2,4,4,4,1,1,10,2,3,3,1,0,1,4,5,5,5,0,2,0,0,0,2,4,2,0,6,2,2,2,3,6,9,4,4,6,0,5,6,7,2,3,2,1,8,4,3,6,1,1,4,5,3,6,3,1,10,0,2,3,1,3,0,0,4,4,3,2,0.8950474262237549,-0.0,0.00464630126953125,-0.0,1.1138554811477661,1.8120790719985962,0.25027281045913696,-0.0,2.6658852100372314,1.0909757614135742,0.9762030243873596,1.3661773204803467,2.6991934776306152,2.5078024864196777,3.771444797515869,1.8035705089569092,1.1289938688278198,1.3127070665359497,0.0026111602783203125,2.7394697666168213,2.2171263694763184,1.267661452293396,1.1473437547683716,0.7636129856109619,1.5197293758392334,0.55515056848526,2.4564428329467773,2.2822306156158447,1.9864001274108887,2.009598731994629,0.5621134042739868,0.5634377002716064,0.9086818695068359,1.831146001815796,1.9951305389404297,1.7650319337844849,0.6761452555656433,0.24159026145935059,5.1019287109375,0.7657465934753418,0.8679124116897583,1.68973708152771,1.3996623754501343,1.682528018951416,0.20777413249015808,0.3050725758075714,1.2547134160995483,1.0999200344085693,1.0231332778930664,1.4698874950408936,0,1,0,0,0,0,0,8
23,0,0,0,0,3,2,0,1,5,1,1,1,2,1,0,2,0,1,1,4,6,1,3,1,2,0,5,1,1,2,1,4,0,1,1,1,3,2,7,1,3,6,5,2,0,1,4,3,3,0,0,0,0,0,0,5,1,2,2,3,3,3,7,2,3,5,1,0,2,3,3,1,2,4,1,0,4,6,4,5,1,0,0,4,5,5,5,0,8,1,2,9,8,7,1,4,3,3,4,7,0.6798775792121887,-0.0,0.014576159417629242,-0.0,0.988810122013092,2.2455668449401855,0.12514513731002808,-0.0,2.5764904022216797,1.6079835891723633,1.4496492147445679,1.5626182556152344,3.5467214584350586,3.4033572673797607,5.059856414794922,2.338885545730591,2.2636709213256836,2.625391960144043,0.15707716345787048,4.469719886779785,4.537954807281494,1.849760890007019,1.025634527206421,1.099188208580017,1.5081586837768555,0.5883941650390625,3.5444703102111816,2.7992258071899414,2.5058724880218506,3.8340110778808594,0.9436761140823364,0.4252152144908905,2.3892107009887695,3.2228517532348633,3.6748218536376953,2.0224180221557617,2.731156826019287,0.459770143032074,7.527863502502441,0.8813286423683167,1.8680256605148315,5.89824104309082,4.417055130004883,2.3730578422546387,0.9704564809799194,1.1849396228790283,3.770721435546875,3.2265231609344482,2.999375104904175,2.046802520751953,0,1,0,0,0,0,0,9
24,0,0,0,0,2,3,0,0,1,0,0,0,1,1,2,3,1,1,0,3,3,2,3,0,3,1,1,0,0,3,0,0,1,1,2,1,5,3,3,2,2,3,1,0,1,0,3,3,3,3,0,0,0,1,2,0,1,0,1,1,1,2,3,1,2,0,1,1,0,6,5,0,1,2,3,1,4,3,3,2,2,2,1,0,0,2,3,1,5,1,3,6,3,2,0,0,4,3,3,4,0.17035065591335297,-0.0,0.12498777359724045,-0.0,0.8020898103713989,1.5164140462875366,0.2884954810142517,-0.0,1.5282710790634155,0.9713292717933655,0.9936367869377136,1.0440874099731445,1.6607288122177124,1.4226258993148804,1.9984474182128906,1.5566188097000122,1.1536216735839844,1.6214241981506348,0.43108993768692017,2.415458917617798,2.046175241470337,0.6839192509651184,0.9425588250160217,0.5831350684165955,0.9648724794387817,0.2136349380016327,1.6958391666412354,1.1291857957839966,1.052245020866394,1.3253252506256104,0.44834765791893005,0.13519378006458282,1.0816361904144287,1.4199235439300537,1.7309561967849731,1.4187641143798828,1.121732234954834,0.5847131013870239,3.2441375255584717,0.46942126750946045,0.7630392909049988,3.0491342544555664,2.233578681945801,1.2011500597000122,0.40042391419410706,0.7384565472602844,1.7443337440490723,1.7376548051834106,1.6679160594940186,1.582627296447754,0,1,0,0,0,0,0,10
25,0,0,0,0,0,1,0,0,1,3,3,3,3,0,1,1,2,4,0,6,4,1,1,0,0,0,3,2,2,2,2,0,2,3,3,2,2,0,5,0,0,6,4,2,1,2,2,5,5,2,0,0,0,0,0,2,1,0,0,1,1,1,1,1,1,2,1,2,0,4,4,0,1,2,0,0,2,1,2,1,0,1,1,2,4,3,3,2,4,0,0,5,4,3,0,1,2,4,4,2,0.28102147579193115,-0.0,-0.0,0.08931117504835129,0.6326005458831787,1.364194393157959,0.08558197319507599,0.22672820091247559,2.606184482574463,0.7858719825744629,0.6195908188819885,0.7513405680656433,2.066154956817627,2.0368733406066895,2.373257875442505,1.2751476764678955,1.0903514623641968,1.2951933145523071,0.2362358719110489,4.2774763107299805,3.938530683517456,1.2889177799224854,1.2263028621673584,1.0088520050048828,1.5740858316421509,-0.0,3.2035508155822754,1.007888674736023,1.299988865852356,2.0513036251068115,0.4966329336166382,0.17740976810455322,0.8793690204620361,1.7364871501922607,2.185235023498535,1.5612224340438843,1.5635870695114136,0.34940284490585327,6.3173322677612305,0.21554511785507202,1.022032380104065,3.167732000350952,2.389859676361084,2.130197525024414,0.1658441126346588,0.7001699209213257,1.6275584697723389,1.3180572986602783,1.2730212211608887,2.7930734157562256,0,1,0,0,0,0,0,11
26,0,0,0,0,1,2,0,0,3,2,1,1,3,0,0,2,0,1,0,5,3,2,1,2,1,0,4,1,2,0,0,0,0,2,2,3,1,0,6,0,0,4,3,4,0,0,1,1,1,4,0,0,0,1,0,0,0,0,2,1,1,1,1,0,0,0,1,0,0,5,5,1,0,1,2,0,2,1,1,0,1,0,0,1,1,2,1,1,6,0,0,2,2,1,0,0,1,0,0,1,0.16417744755744934,-0.0,0.2869431674480438,-0.0,0.8988290429115295,0.8584148287773132,0.19786855578422546,-0.0,1.9140211343765259,1.0063494443893433,1.001570463180542,1.1369153261184692,2.2381086349487305,2.1013615131378174,2.385852098464966,0.8949807286262512,0.5106036067008972,0.7392838597297668,0.26709020137786865,3.45001482963562,2.8932242393493652,0.8340228796005249,1.183215856552124,0.3573087751865387,1.4669781923294067,-0.0,2.7545158863067627,1.333568811416626,1.5175328254699707,2.0136780738830566,0.45615774393081665,0.2885233163833618,0.3297092318534851,1.4542821645736694,1.65052330493927,1.1158992052078247,1.4795373678207397,0.37546128034591675,4.761597633361816,0.5689381957054138,0.8294780850410461,3.5246124267578125,2.6786046028137207,2.004438638687134,0.5113005638122559,1.0396459102630615,1.6143138408660889,1.9868839979171753,1.942236065864563,2.3785529136657715,0,1,0,0,0,0,0,12
27,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,2,2,1,0,0,2,0,0,3,4,2,1,1,1,1,1,2,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,1,0,2,0,0,0,0,5,2,2,0,0,1,2,2,2,0.24647805094718933,-0.0,0.02427685260772705,0.05829402059316635,0.9518521428108215,1.9589862823486328,0.0956224650144577,0.12362977117300034,2.175091028213501,0.7018576264381409,0.6768683195114136,0.7130099534988403,2.4221067428588867,1.131452202796936,1.2554880380630493,2.0233755111694336,0.8083946704864502,1.2609033584594727,0.18929898738861084,2.9689197540283203,3.41013765335083,1.5225203037261963,1.025606632232666,0.7880039811134338,1.0555719137191772,0.21835081279277802,2.011821746826172,1.4235221147537231,1.306888461112976,1.1729718446731567,0.4105078876018524,-0.0,0.949670672416687,1.3876631259918213,1.7194825410842896,1.3000543117523193,2.2392101287841797,0.617394208908081,4.970147132873535,0.7191264033317566,0.9722198247909546,4.284633636474609,3.1527881622314453,1.2748628854751587,0.524452805519104,0.8565937280654907,2.589529275894165,1.2442125082015991,1.2219514846801758,1.3763004541397095,0,1,0,0,0,0,0,13
28,0,0,0,1,3,0,0,2,2,1,1,1,5,2,2,0,2,2,1,7,5,2,2,0,2,0,4,2,3,1,1,1,2,5,7,0,3,0,8,0,2,7,6,4,1,2,3,4,3,4,0,0,1,1,2,2,0,0,1,1,0,2,4,2,5,2,3,4,0,2,1,4,3,0,2,0,7,5,2,3,4,1,4,7,5,4,3,1,4,0,2,6,7,5,2,3,3,3,3,4,0.3960142731666565,-0.0,-0.0,-0.0,0.7473121881484985,0.8793280720710754,0.15482473373413086,0.10673028975725174,1.2996615171432495,0.25777381658554077,-0.0,0.21150141954421997,0.572184681892395,0.656773567199707,0.47590017318725586,0.8883261680603027,0.5826126337051392,0.9662601947784424,0.12991401553153992,1.8639781475067139,0.704886794090271,0.7053065896034241,0.30177050828933716,0.9927135705947876,0.6670199632644653,0.1709200143814087,1.6112425327301025,-0.0,-0.0,0.650145947933197,0.024150878190994263,-0.0,0.6624560952186584,0.9018167853355408,1.3323352336883545,0.9993066191673279,1.3806238174438477,0.2885599732398987,1.423877477645874,0.3171003460884094,-0.0,3.4256417751312256,2.384204626083374,1.6528884172439575,0.02643105387687683,0.05015206336975098,1.3954873085021973,1.1967599391937256,1.1647365093231201,2.01790452003479,0,0,1,0,0,0,0,0
